url,headline,date
https: thehill.com opinion international 4313352-hamas-and-iran-confused-israels-democracy-for-dysfunction ,   Hamas and Iran confused Israel’s democracy for dysfunction  ,2023-11-17
https: thehill.com policy defense 4317031-more-details-released-on-possible-u-s-brokered-israel-hamas-deal ,   More details released on possible U.S.-brokered Israel-Hamas deal  ,2023-11-18
https: thehill.com policy international 4316944-biden-framework-israel-hamas-washington-post-op-ed ,   Biden discusses framework for Israel-Hamas in Washington Post op-ed  ,2023-11-18
https: thehill.com policy international 4316877-biden-official-argues-hostages-must-be-free-before-pause-gaza-war ,   Biden official argues hostages must be free before ‘significant’ pause in Israel-Hamas war  ,2023-11-18
https: thehill.com homenews sunday-talk-shows 4316726-sunday-shows-preview-israel-hamas-war-grows ,   Sunday shows preview: Israel-Hamas war grows in Gaza; 2024 GOP race narrows  ,2023-11-18
https: thehill.com homenews house 4317350-raskin-says-call-for-cease-fire-pause-should-include-deal-to-free-hostages-remove-hamas ,"   Raskin says calls for cease-fire, pause should include deal to free hostages, remove Hamas  ",2023-11-19
https: thehill.com homenews campaign 4317318-bidens-support-among-democrats-erodes-on-handling-of-israel-hamas-war ,   Biden’s support among Democrats erodes on handling of Israel-Hamas war  ,2023-11-19
https: thehill.com policy international 4319701-budd-qatar-hamas-doha-israel-gaza ,"   GOP senator, Qatar ambassador spar over Hamas in Doha  ",2023-11-20
https: thehill.com policy international 4318736-idf-video-hamas-tunnel-al-shifa-hospital ,   Israeli military says video shows Hamas tunnel near al-Shifa hospital  ,2023-11-20
https: thehill.com homenews administration 4322262-inside-the-secret-white-house-effort-to-secure-the-hamas-hostage-release ,   Inside the secret White House effort to secure the Hamas hostage release  ,2023-11-21
https: thehill.com policy international 4322215-hamas-agrees-to-release-50-women-children-in-first-phase-of-hostage-deal ,"   Hamas agrees to release 50 hostages, temporary cease-fire with Israel  ",2023-11-21
https: thehill.com newsletters defense-national-security 4322016-israel-hamas-hostage-deal-nears-finish-line ,   Israel-Hamas hostage deal nears finish line  ,2023-11-21
https: thehill.com policy international 4321886-netanyahu-israel-war-hostages-hamas ,   Netanyahu: Israel ‘will continue the war’ as it works toward hostage deal with Hamas  ,2023-11-21
https: thehill.com policy international 4319663-israel-hamas-hostages-deal-where-things-stand ,   Where things stand on a potential Israel-Hamas hostage deal  ,2023-11-21
https: thehill.com homenews administration 4321233-white-house-israel-hamas-hostage-deal ,   White House says Israel-Hamas hostage negotiations in ‘delicate’ stage  ,2023-11-21
https: thehill.com newsletters 1230-report 4320971-israel-hamas-hostage-deal-appears-close ,   12:30 Report — Israel-Hamas hostage deal appears close  ,2023-11-21
https: thehill.com homenews administration 4320839-biden-israe-hamas-hostages-deal-close ,   Biden says ‘things are looking good’ on Hamas releasing hostages  ,2023-11-21
https: thehill.com opinion national-security 4319878-the-us-should-immediately-prosecute-culpable-hamas-leaders ,   The US should immediately prosecute culpable Hamas leaders  ,2023-11-21
https: thehill.com newsletters morning-report 4320282-biden-support-slips-amid-israel-hamas-war ,   Morning Report — Biden support slips amid Israel-Hamas war  ,2023-11-21
https: thehill.com policy defense 4324385-bolton-hostage-swap-bad-deal-for-israel ,   Bolton: Hostage swap with Hamas is ‘a very bad deal for Israel’  ,2023-11-22
https: thehill.com newsletters defense-national-security 4324224-temporary-israel-hamas-truce-key-takeaways ,   Temporary Israel-Hamas truce: Key takeaways  ,2023-11-22
https: thehill.com homenews 4323921-takeaways-truce-israel-hamas-hostages ,   5 key takeaways on the temporary truce between Israel and Hamas  ,2023-11-22
https: thehill.com newsletters 1230-report 4323366-hamas-hostage-release-countdown ,   12:30 Report — Countdown on for Hamas hostage release  ,2023-11-22
https: thehill.com policy technology 4323146-democrats-accuse-x-of-profiting-from-israel-hamas-misinformation-violent-content ,"   Democrats accuse X of profiting from Israel-Hamas misinformation, violent content  ",2023-11-22
https: thehill.com blogs in-the-know 4323221-melissa-barrera-scream-vii-israel-hamas ,   Melissa Barrera booted from ‘Scream VII’ over Israel-Hamas comments  ,2023-11-22
https: thehill.com homenews campaign 4323140-dean-phillips-hits-biden-over-handling-of-hamas-hostages-absurd-shocking-and-dis04ing ,"   Dean Phillips hits Biden over handling of Hamas hostages: ‘Absurd, shocking and dis04ing’  ",2023-11-22
https: thehill.com opinion international 4320577-us-middle-east-leadership-is-back-but-fragile-hamass-allies-are-jumping-ship ,"   US Middle East leadership is back, but fragile. Hamas’s allies are jumping ship.  ",2023-11-22
https: thehill.com opinion national-security 4321121-the-israel-hamas-war-has-upended-the-terrorist-threat-matrix ,   The Israel-Hamas war has upended the terrorist threat matrix  ,2023-11-22
https: thehill.com policy international 4325352-john-bolton-israel-hamas-truce-psychological-warfare ,"   Bolton calls truce between Israel, Hamas ‘a game of psychological warfare’  ",2023-11-23
https: thehill.com policy international 4324716-israel-hamas-truce-friday-morning-qatar ,   Israel-Hamas truce will begin Friday morning: Qatar  ,2023-11-23
https: thehill.com homenews campaign 4323923-israel-hamas-war-democratic-divide-biden-reelection ,   Democratic divide over Israel-Hamas war looms over Biden’s reelection   ,2023-11-23
https: thehill.com policy international 4326206-what-we-know-hostages-released-hamas-israel ,   What we know about the first hostages released by Hamas  ,2023-11-24
https: thehill.com homenews administration 4326151-biden-suggests-hamas-attack-inspired-by-us-diplomacy-with-saudis ,   Biden suggests Hamas attack inspired by US diplomacy with Saudis  ,2023-11-24
https: thehill.com homenews administration 4326074-biden-expects-americans-released-israel-hamas-truce ,   Biden ‘expects’ some Americans will be released during Israel-Hamas truce  ,2023-11-24
https: thehill.com policy defense 4325741-hamas-releases-13-israeli-hostages-in-first-day-of-truce ,   Hamas releases 13 Israeli hostages in first day of truce  ,2023-11-24
https: thehill.com policy defense 4325555-israel-hamas-ceasefire-hostage-release ,"   Pause in Israel-Hamas fighting begins, paving way for hostage release  ",2023-11-24
https: thehill.com policy international 4327402-israel-and-hamas-complete-2nd-day-of-swaps-after-tense-delay-as-gaza-cease-fire-holds ,"   Israel and Hamas complete 2nd day of swaps after tense delay, as Gaza cease-fire holds  ",2023-11-25
https: thehill.com policy international 4327325-idf-spox-hostage-release-delays-strategy ,   IDF spox suggests hostage release delays part of Hamas ‘strategy’  ,2023-11-25
https: thehill.com policy defense 4327097-hamas-buying-time-hostage-releases ,   Is Hamas buying time with hostage releases?  ,2023-11-25
https: thehill.com policy international 4327039-trump-israel-hamas-hostage-deal-not-end-well ,   Trump on Israel-Hamas hostage deal: ‘This is not going to end well’  ,2023-11-25
https: thehill.com homenews sunday-talk-shows 4327047-sunday-shows-previewshort-term-truce-israel-hamas ,   Sunday shows preview: Time ticks on short-term truce in Israel-Hamas war  ,2023-11-25
https: thehill.com policy international 4326979-hamas-resumes-second-hostage-release-after-delay ,   Hamas resumes second release of hostages after delay claiming Israel violated terms  ,2023-11-25
https: thehill.com policy international 4326745-americans-not-among-hostages-released ,   No Americans among hostages released by Hamas  ,2023-11-25
https: thehill.com policy defense 4326610-second-hostage-swap-israel-hamas-war ,   Hamas to release 14 hostages for 42 Palestinian prisoners in second swap: Egyptian officials  ,2023-11-25
https: thehill.com homenews administration 4327997-us-israeli-officials-say-ball-is-in-hamas-court-on-potential-extension-of-truce ,"   US, Israeli officials say ‘ball is in Hamas’s court’ on potential extension of truce  ",2023-11-26
https: thehill.com homenews administration 4327705-4-year-old-american-hostage-released-by-hamas-biden-says ,"   4-year-old American hostage released by Hamas, Biden says  ",2023-11-26
https: thehill.com policy international 4327642-qatar-says-location-of-hamas-leader-thought-to-have-planned-10-7-attack-is-unknown ,   Qatar says location of Hamas leader thought to have planned 10. 7 attack is unknown  ,2023-11-26
https: thehill.com policy international 4327626-qatari-pm-says-pause-in-israel-hamas-fighting-could-be-extended-if-more-hostages-released ,   Qatari PM says pause in Israel-Hamas fighting could be extended if more hostages released  ,2023-11-26
https: thehill.com policy international 4327614-christie-concedes-some-credit-to-biden-while-criticizing-deal-as-lopsided-toward-hamas ,"   Christie concedes some credit to Biden, while criticizing deal as ‘lopsided’ toward Hamas  ",2023-11-26
https: thehill.com homenews 4327562-sullivan-us-expects-at-least-one-american-hostage-will-be-released-from-hamas-sunday ,   Sullivan: US expects at least one American hostage will be released from Hamas Sunday  ,2023-11-26
https: thehill.com homenews 4330163-rep-kathy-manning-israel-needs-to-make-sure-hamas-is-never-able-to-do-this-to-israelis-again ,   Rep. Kathy Manning: Israel needs ‘to make sure Hamas is never able to do this to Israelis again’  ,2023-11-27
https: thehill.com policy national-security 4329858-fiery-rhetoric-around-israel-hamas-war-stokes-fears-at-home ,   Fiery rhetoric around Israel-Hamas war stokes fears at home  ,2023-11-27
https: thehill.com newsletters defense-national-security 4329839-hostages-leave-gaza-israel-hamas-extend-truce ,"   More hostages leave Gaza as Israel, Hamas agree to extend truce  ",2023-11-27
https: thehill.com policy defense 4328689-israel-hamas-agree-to-extend-truce-for-two-days ,"   Israel, Hamas agree to extend truce for two days  ",2023-11-27
https: thehill.com policy international 4328582-fourth-hostage-release-israel-hamas-truce-extension ,"   Fourth hostage release expected as Israel, Hamas weigh truce extension  ",2023-11-27
https: thehill.com policy defense 4332484-house-approves-resolutions-calling-on-hamas-to-release-hostages-reaffirming-israels-right-to-exist ,"   House approves resolutions calling on Hamas to release hostages, reaffirming Israel’s right to exist  ",2023-11-28
https: thehill.com homenews administration 4331958-trump-mixed-messages-on-how-hed-handle-israel-hamas-war ,   Trump gives mixed messages on how he’d handle Israel-Hamas war  ,2023-11-28
https: thehill.com policy international 4331969-father-speaks-girl-held-hostage-by-hamas ,   Father speaks on experience of 9-year-old girl held hostage by Hamas  ,2023-11-28
https: thehill.com policy defense 4331393-israel-hamas-hostage-release-palestine ,"   Israel, Hamas exchange 5th round of hostages and Palestinian prisoners  ",2023-11-28
https: thehill.com policy international 4330546-cia-director-qatar-israel-hamas-war-hostages ,"   CIA director in Qatar for talks on Israel-Hamas war, hostages  ",2023-11-28
https: thehill.com newsletters morning-report 4330379-israel-hamas-extend-truce-house-split-on-aid ,   Morning Report — Israel-Hamas extend truce; House split on aid   ,2023-11-28
https: thehill.com policy international 4334418-hamas-hostages-family-congress-roundtable ,   Hamas hostages’ family members warn Congress that time is running out  ,2023-11-29
https: thehill.com homenews administration 4334259-biden-second-american-hostage-released-hamas-israel ,   Biden confirms second American hostage released by Hamas  ,2023-11-29
https: thehill.com video-clips 4333308-hamas-families-hostages-testify-before-house-watch-live ,   Families of hostages held by Hamas testify before House: Watch live  ,2023-11-29
https: thehill.com homenews administration 4332844-biden-suggests-israeli-response-benefiting-hamas ,   Biden suggests Israeli response is giving Hamas what it wants  ,2023-11-29
